"id_unidade";"unidade";"natureza_despesa";"ano";"valor"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"MATERIAL DE CONSUMO";"2013.0";"R$         4.644,39"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"PASSAGENS";"2013.0";"R$         1.358,76"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"DIÁRIAS";"2013.0";"R$           471,95"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        84.120,99"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       551.689,81"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"SERV. PESSOA JURÍDICA";"2013.0";"R$       132.617,20"
"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"SERV. PESSOA FÍSICA";"2013.0";"R$        95.726,00"
"7271";"QUALIDADE DO COMBUSTÍVEL DO RN";"SERV. PESSOA JURÍDICA";"2013.0";"R$       410.418,76"
"7271";"QUALIDADE DO COMBUSTÍVEL DO RN";"LOC. MÃO-DE-OBRA";"2013.0";"R$         6.752,28"
"7271";"QUALIDADE DO COMBUSTÍVEL DO RN";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$     1.332.680,32"
"5129";"RECEPÇAO DO CALOUROS";"SERV. PESSOA JURÍDICA";"2013.0";"R$        15.839,90"
"5129";"RECEPÇAO DO CALOUROS";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        60.000,00"
"8016";"REDE DE CONVERSA: DIÁLOGO QUE ENSINA A VIVER";"DIÁRIAS";"2013.0";"R$           804,50"
"8016";"REDE DE CONVERSA: DIÁLOGO QUE ENSINA A VIVER";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         5.000,00"
"4816";"REDE GIGANATAL";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        50.025,77"
"4816";"REDE GIGANATAL";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        41.760,95"
"7044";"REDE GIGA NATAL/REC.PROPRIOS.";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$           699,84"
"7044";"REDE GIGA NATAL/REC.PROPRIOS.";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       240.348,80"
"7044";"REDE GIGA NATAL/REC.PROPRIOS.";"SERV. PESSOA JURÍDICA";"2013.0";"R$       112.341,00"
"1458";"RESERVA TÉCNICA";"PASSAGENS";"2013.0";"R$       183.433,14"
"1458";"RESERVA TÉCNICA";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$    14.731.406,23"
"1458";"RESERVA TÉCNICA";"DIÁRIAS";"2013.0";"R$         2.619,70"
"1458";"RESERVA TÉCNICA";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$             0,00"
"1458";"RESERVA TÉCNICA";"SERV. PESSOA JURÍDICA";"2013.0";"R$     2.289.572,28"
"1458";"RESERVA TÉCNICA";"MATERIAL DE CONSUMO";"2013.0";"R$           674,40"
"1458";"RESERVA TÉCNICA";"SERV. PESSOA FÍSICA";"2013.0";"R$         9.212,11"
"1458";"RESERVA TÉCNICA";"DIV.EXERCÍCIOS ANTERIORES";"2013.0";"R$        52.832,98"
"1458";"RESERVA TÉCNICA";"TRANF.PJ";"2013.0";"R$        13.600,26"
"1458";"RESERVA TÉCNICA";"OBRAS E INSTALAÇÕES";"2013.0";"R$     7.118.083,01"
"1458";"RESERVA TÉCNICA";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$     2.473.593,43"
"1458";"RESERVA TÉCNICA";"OBRIGAÇÕES CONTRIBUTIVAS";"2013.0";"R$           214,50"
"8101";"RESIDÊNCIA EM DESENVOLVIMENTO DE SISTEMAS";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$           840,00"
"7771";"RESIDENCIA EM ENGENHARIA DE SOFTWARE";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        58.962,63"
"7771";"RESIDENCIA EM ENGENHARIA DE SOFTWARE";"SERV. PESSOA FÍSICA";"2013.0";"R$         7.250,00"
"4904";"RESIDENCIAS/ALUGUEIS";"SERV. PESSOA FÍSICA";"2013.0";"R$        81.248,99"
"4904";"RESIDENCIAS/ALUGUEIS";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       250.000,00"
"4904";"RESIDENCIAS/ALUGUEIS";"SERV. PESSOA JURÍDICA";"2013.0";"R$        14.985,71"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"SERV. PESSOA JURÍDICA";"2013.0";"R$       419.670,22"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"MATERIAL DE CONSUMO";"2013.0";"R$        92.582,16"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"LOC. MÃO-DE-OBRA";"2013.0";"R$       404.524,68"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$       171.347,77"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"SERV. PESSOA FÍSICA";"2013.0";"R$         6.663,20"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$     3.504.261,37"
"1463";"RESIDENCIAS UNIVERSITÁRIAS";"DIÁRIAS";"2013.0";"R$         1.210,01"
"7127";"RESIDÊNCIA UNIVERSITÁRIA BIOMÉDICA I";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$         2.179,80"
"7875";"REVISTA AIR SOIL AND WATER RESEARCH";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        15.000,00"
"7875";"REVISTA AIR SOIL AND WATER RESEARCH";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$         9.649,70"
"7867";"REVISTA BAGOAS - REVISTA DE ESTUDOS GAYS - GENERO E SEXUALIDADE";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        30.000,00"
"7867";"REVISTA BAGOAS - REVISTA DE ESTUDOS GAYS - GENERO E SEXUALIDADE";"SERV. PESSOA JURÍDICA";"2013.0";"R$        14.480,00"
"6664";"REVISTA CULTURAL";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         3.000,00"
"7868";"REVISTA: EDUCAÇÃO E QUESTÃO (EDUCAÇÃO)";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        70.200,00"
"7866";"REVISTA ESTUDOS DE PSICOLOGIA (PSICOLOGIA)";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        36.395,07"
"7874";"REVISTA INTER-LEGERE";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         5.000,00"
"7869";"REVISTA : JOURNAL OF RESPIRATORY AND CARDIOVASCULAR PHYSICAL THERAPY";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         7.500,00"
"7865";"REVISTA VIVENCIA (ANTROPOLOGIA)";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        17.000,00"
"6721";"SALVANDO VIDAS COM EDUCAÇÃO: EFETIVANDO AS PRÁTICAS DE PROMOÇÃO À SAÚDE EM CRIANÇAS E ADOLESCENTES NA CIDADE DE SANTA CRUZ/RN";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$             4,68"
"7371";"SALVANDO VIDAS COM EDUCAÇÃO: PROMOVENDO AÇÕES DE EDUCAÇÃO EM SAÚDE PARA CRIANÇAS, ADOLESCENTES E IDOSOS NA CIDADE DE SANTA CRUZ/RN";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$         1.380,00"
"7371";"SALVANDO VIDAS COM EDUCAÇÃO: PROMOVENDO AÇÕES DE EDUCAÇÃO EM SAÚDE PARA CRIANÇAS, ADOLESCENTES E IDOSOS NA CIDADE DE SANTA CRUZ/RN";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         2.000,00"
"6593";"SAÚDE COM CIDADANIA: CONSTRUINDO SABERES";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$            95,00"
"7384";"SAÚDE NA MELHOR IDADE: UMA ABORDAGEM INTERDISCIPLINAR E NÃO-FARMACOLÓGICA EM IDOSOS COM DIABETES E";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$         1.199,98"
"7384";"SAÚDE NA MELHOR IDADE: UMA ABORDAGEM INTERDISCIPLINAR E NÃO-FARMACOLÓGICA EM IDOSOS COM DIABETES E";"MATERIAL DE CONSUMO";"2013.0";"R$           800,00"
"7384";"SAÚDE NA MELHOR IDADE: UMA ABORDAGEM INTERDISCIPLINAR E NÃO-FARMACOLÓGICA EM IDOSOS COM DIABETES E";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         2.000,00"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"MATERIAL DE CONSUMO";"2013.0";"R$         8.803,47"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         3.540,00"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        18.400,00"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$       114.750,00"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"DIÁRIAS";"2013.0";"R$        10.797,00"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"SERV. PESSOA JURÍDICA";"2013.0";"R$        14.510,00"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"OBRIGAÇÕES CONTRIBUTIVAS";"2013.0";"R$         2.040,00"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"PASSAGENS";"2013.0";"R$        43.023,88"
"6285";"SDH - TC Nº 003/2011 - SNPDDH";"SERV. PESSOA FÍSICA";"2013.0";"R$       778.964,28"
"7220";"SDH - TC Nº 08/2012 - TIRÉSIAS";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        95.703,38"
"7220";"SDH - TC Nº 08/2012 - TIRÉSIAS";"PASSAGENS";"2013.0";"R$        21.078,73"
"7220";"SDH - TC Nº 08/2012 - TIRÉSIAS";"DIÁRIAS";"2013.0";"R$             0,00"
"7220";"SDH - TC Nº 08/2012 - TIRÉSIAS";"MATERIAL DE CONSUMO";"2013.0";"R$         2.807,03"
"7220";"SDH - TC Nº 08/2012 - TIRÉSIAS";"AUX. FINANCEIRO ESTUDANTE";"2013.0";"R$        11.000,00"
"7220";"SDH - TC Nº 08/2012 - TIRÉSIAS";"SERV. PESSOA JURÍDICA";"2013.0";"R$        23.870,35"
"7220";"SDH - TC Nº 08/2012 - TIRÉSIAS";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$         4.124,38"
"7118";"SECIRM/UFRN - PROGRAMA PROARQUIPÉLAGO";"SERV. PESSOA JURÍDICA";"2013.0";"R$       240.000,00"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"SERV. PESSOA JURÍDICA";"2013.0";"R$       497.361,59"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$             0,00"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"OBRIGAÇÕES CONTRIBUTIVAS";"2013.0";"R$           720,00"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"SERV. PESSOA FÍSICA";"2013.0";"R$         8.544,04"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"MATERIAL DE CONSUMO";"2013.0";"R$       147.395,64"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"PASSAGENS";"2013.0";"R$       216.854,01"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$     1.820.865,07"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"LOC. MÃO-DE-OBRA";"2013.0";"R$        35.192,71"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"DIÁRIAS";"2013.0";"R$        22.011,00"
"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$       449.275,00"
"6014";"SECRETARIA DE RELAÇOES INTERNACIONAIS";"PASSAGENS";"2013.0";"R$        93.173,77"
"6014";"SECRETARIA DE RELAÇOES INTERNACIONAIS";"DIÁRIAS";"2013.0";"R$        22.993,50"
"6014";"SECRETARIA DE RELAÇOES INTERNACIONAIS";"MATERIAL DE CONSUMO";"2013.0";"R$         8.360,68"
"6014";"SECRETARIA DE RELAÇOES INTERNACIONAIS";"SERV. PESSOA JURÍDICA";"2013.0";"R$        87.410,47"
"6014";"SECRETARIA DE RELAÇOES INTERNACIONAIS";"AUX. FINANCEIRO ESTUDANTE";"2013.0";"R$         4.800,00"
"6014";"SECRETARIA DE RELAÇOES INTERNACIONAIS";"SERV. PESSOA FÍSICA";"2013.0";"R$         5.400,00"
"6014";"SECRETARIA DE RELAÇOES INTERNACIONAIS";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$     1.184.876,61"
"6014";"SECRETARIA DE RELAÇOES INTERNACIONAIS";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        42.492,15"
"8042";"SEMANA DA MÚSICA 2013";"SERV. PESSOA FÍSICA";"2013.0";"R$         7.620,00"
"8042";"SEMANA DA MÚSICA 2013";"SERV. PESSOA JURÍDICA";"2013.0";"R$        26.822,15"
"8042";"SEMANA DA MÚSICA 2013";"PASSAGENS";"2013.0";"R$             0,00"
"8042";"SEMANA DA MÚSICA 2013";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$         1.524,00"
"8042";"SEMANA DA MÚSICA 2013";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       250.000,00"
"5991";"SEMANA DE ENGENHARIA ELÉTRICA 2011";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         3.167,07"
"5991";"SEMANA DE ENGENHARIA ELÉTRICA 2011";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$         2.495,00"
"6912";"SEMANA DO CANTO LÍRICO  VISITA DO TENOR STEFANO ALGIERI (PROFESSOR DA MCGILL UNIVERSITY  CANADÁ), COM CONCERTOS E ATIVIDADES PEDAGÓGICAS ";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$           127,41"
"7949";"SEMANA DO VIOLINO 2013";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$             0,00"
"7949";"SEMANA DO VIOLINO 2013";"DIÁRIAS";"2013.0";"R$           397,40"
"7949";"SEMANA DO VIOLINO 2013";"SERV. PESSOA FÍSICA";"2013.0";"R$             0,00"
"7949";"SEMANA DO VIOLINO 2013";"LOC. MÃO-DE-OBRA";"2013.0";"R$        10.645,47"
"7949";"SEMANA DO VIOLINO 2013";"PASSAGENS";"2013.0";"R$         3.589,22"
"7949";"SEMANA DO VIOLINO 2013";"SERV. PESSOA JURÍDICA";"2013.0";"R$         1.558,00"
"7949";"SEMANA DO VIOLINO 2013";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         6.000,00"
"7316";"""SEMENTE: SOCIALIZAÇÃO CIENTÍFICA DE CRIANÇAS EM SITUAÇÃO DE RISCO. (RENOVAÇÃO) """;"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         1.000,00"
"7856";"SENAES/MTE - INICIES/PRONINC";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        88.737,24"
"7856";"SENAES/MTE - INICIES/PRONINC";"MATERIAL DE CONSUMO";"2013.0";"R$        12.000,00"
"7856";"SENAES/MTE - INICIES/PRONINC";"SERV. PESSOA JURÍDICA";"2013.0";"R$        75.301,92"
"7856";"SENAES/MTE - INICIES/PRONINC";"SERV. PESSOA FÍSICA";"2013.0";"R$       112.698,08"
"6962";"SENAES/MTE - TC Nº 01/2012";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        20.200,00"
"6962";"SENAES/MTE - TC Nº 01/2012";"SERV. PESSOA FÍSICA";"2013.0";"R$       206.188,50"
"6962";"SENAES/MTE - TC Nº 01/2012";"MATERIAL DE CONSUMO";"2013.0";"R$         7.556,00"
"7951";"SÉRIE DE CONCERTOS DA UFRN: CONCERTOS POPULARES";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         2.800,00"
"7259";"SER MULHER E ESTAR MULHER";"MATERIAL DE CONSUMO";"2013.0";"R$         3.323,13"
"7259";"SER MULHER E ESTAR MULHER";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        15.339,40"
"7259";"SER MULHER E ESTAR MULHER";"INVESTIMENTOS-APLICAÇÕES DIRETA";"2013.0";"R$        11.593,00"
"7259";"SER MULHER E ESTAR MULHER";"SERV. PESSOA JURÍDICA";"2013.0";"R$         8.134,80"
"7259";"SER MULHER E ESTAR MULHER";"DIÁRIAS";"2013.0";"R$         1.038,48"
"7259";"SER MULHER E ESTAR MULHER";"AUX. FINANCEIRO ESTUDANTE";"2013.0";"R$           840,00"
"7259";"SER MULHER E ESTAR MULHER";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        11.516,58"
"7082";"SESAP/UFRN - EDUCAÇÃO PERMANENTE NO SUS/RN";"SERV. PESSOA JURÍDICA";"2013.0";"R$        82.166,00"
"7082";"SESAP/UFRN - EDUCAÇÃO PERMANENTE NO SUS/RN";"SERV. PESSOA FÍSICA";"2013.0";"R$       175.677,00"
"7082";"SESAP/UFRN - EDUCAÇÃO PERMANENTE NO SUS/RN";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       438.494,70"
"7082";"SESAP/UFRN - EDUCAÇÃO PERMANENTE NO SUS/RN";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$        24.160,00"
"7082";"SESAP/UFRN - EDUCAÇÃO PERMANENTE NO SUS/RN";"DIÁRIAS";"2013.0";"R$         1.256,80"
"7082";"SESAP/UFRN - EDUCAÇÃO PERMANENTE NO SUS/RN";"PASSAGENS";"2013.0";"R$         4.693,53"
"7082";"SESAP/UFRN - EDUCAÇÃO PERMANENTE NO SUS/RN";"MATERIAL DE CONSUMO";"2013.0";"R$           941,70"
"3170";"SESU PROMISAES";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       238.848,00"
"3170";"SESU PROMISAES";"AUX. FINANCEIRO ESTUDANTE";"2013.0";"R$       468.366,00"
"8069";"SETOR DE MATERIAL E PATRIMÔNIO DA FACISA";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$         3.980,00"
"5999";"SEXTETO POTIGUAR";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$             0,00"
"7494";"SEXTETO POTIGUAR";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         3.000,00"
"5999";"SEXTETO POTIGUAR";"SERV. PESSOA FÍSICA";"2013.0";"R$             0,00"
"5999";"SEXTETO POTIGUAR";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         4.369,00"
"7828";"SIMISA/UFRN - ESPECIALIZAÇÃO EM METALURGIA DA FUNDIÇÃO";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        44.803,33"
"7828";"SIMISA/UFRN - ESPECIALIZAÇÃO EM METALURGIA DA FUNDIÇÃO";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$         1.200,00"
"7828";"SIMISA/UFRN - ESPECIALIZAÇÃO EM METALURGIA DA FUNDIÇÃO";"SERV. PESSOA JURÍDICA";"2013.0";"R$        36.763,33"
"7828";"SIMISA/UFRN - ESPECIALIZAÇÃO EM METALURGIA DA FUNDIÇÃO";"SERV. PESSOA FÍSICA";"2013.0";"R$        52.800,00"
"2663";"SISMOLOGIA/RT";"DIÁRIAS";"2013.0";"R$             0,00"
"2663";"SISMOLOGIA/RT";"OBRIGAÇÕES CONTRIBUTIVAS";"2013.0";"R$           214,50"
"2663";"SISMOLOGIA/RT";"SERV. PESSOA JURÍDICA";"2013.0";"R$            75,30"
"2663";"SISMOLOGIA/RT";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$           960,00"
"2663";"SISMOLOGIA/RT";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$        19.139,94"
"2663";"SISMOLOGIA/RT";"PASSAGENS";"2013.0";"R$         1.526,14"
"7381";"SITUAÇÕES DE URGÊNCIA E EMERGÊNCIA NO AMBIENTE ESCOLAR: ENSINANDO CONDUTAS PRÁTICAS - ETAPA 2013";"MATERIAL DE CONSUMO";"2013.0";"R$           177,96"
"7381";"SITUAÇÕES DE URGÊNCIA E EMERGÊNCIA NO AMBIENTE ESCOLAR: ENSINANDO CONDUTAS PRÁTICAS - ETAPA 2013";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$         2.000,00"
"7381";"SITUAÇÕES DE URGÊNCIA E EMERGÊNCIA NO AMBIENTE ESCOLAR: ENSINANDO CONDUTAS PRÁTICAS - ETAPA 2013";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$         1.380,00"
"8161";"SNJ - TC Nº 02/2013 - PROGRAMAS DE JUVENTUDE";"SERV. PESSOA JURÍDICA";"2013.0";"R$     1.070.000,00"
"5200";"SOCIEDADE BRASILEIRA PARA O PROGRESSO DA CIÊNCIA-SBPC";"SERV. PESSOA JURÍDICA";"2013.0";"R$           238,96"
"8033";"SPO/MEC - PNLDEJA";"SERV. PESSOA JURÍDICA";"2013.0";"R$     3.638.225,20"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"SERV. PESSOA JURÍDICA";"2013.0";"R$       280.357,80"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"LOC. MÃO-DE-OBRA";"2013.0";"R$        68.501,93"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$     1.576.443,38"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$            43,61"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"MATERIAL DE CONSUMO";"2013.0";"R$        67.717,95"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"OBRIGAÇÕES CONTRIBUTIVAS";"2013.0";"R$         1.603,70"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"SERVIÇOS / UG-GESTÃO";"2013.0";"R$         1.776,00"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"PASSAGENS";"2013.0";"R$        10.715,29"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"DIV.EXERCÍCIOS ANTERIORES";"2013.0";"R$         1.500,15"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"DIÁRIAS";"2013.0";"R$         5.179,37"
"19";"SUPERINTENDENCIA DE COMUNICACAO";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$       198.728,93"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"OBRAS E INSTALAÇÕES";"2013.0";"R$     1.026.965,47"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"AUX. FINANCEIRO ESTUDANTE";"2013.0";"R$        69.390,00"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"DIÁRIAS";"2013.0";"R$         5.813,11"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        39.592,01"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"TRANF.PJ";"2013.0";"R$        15.730,00"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"SERV. PESSOA JURÍDICA";"2013.0";"R$       131.628,19"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"PASSAGENS";"2013.0";"R$         1.735,81"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$     1.267.645,62"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"OBRIGAÇÕES PATRONAIS";"2013.0";"R$           235,00"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"OBRIGAÇÕES CONTRIBUTIVAS";"2013.0";"R$         6.763,26"
"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"MATERIAL DE CONSUMO";"2013.0";"R$       210.635,09"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"SERV. PESSOA FÍSICA";"2013.0";"R$         1.690,00"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"SERV. PESSOA JURÍDICA";"2013.0";"R$     2.523.488,92"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"MATERIAL DE CONSUMO";"2013.0";"R$        55.172,57"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$       570.343,20"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       255.521,79"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"AUX. FINANCEIRO ESTUDANTE";"2013.0";"R$        21.140,00"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"LOC. MÃO-DE-OBRA";"2013.0";"R$        18.912,84"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"PASSAGENS";"2013.0";"R$         8.364,90"
"2";"SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO";"DIÁRIAS";"2013.0";"R$         1.125,24"
"6980";"SUS/RN EM CENA";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       100.000,00"
"6479";"SUSTENTABILIDADE SÓCIO-AMBIENTAL DO ASSENTAMENTO DE REFORMA AGRÁRIA DE ARACATI, TERRITÓRIO DA CIDADANIA DO MATO GRANDE /RN";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$           824,22"
"1451";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL";"OUTRAS DESPESAS CORRENTES-APLICAÇÕES DIRETA";"2013.0";"R$       619.345,06"
"1451";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL";"EQUIP. MATERIAL PERMANENTE";"2013.0";"R$        14.110,00"
"1451";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL";"PASSAGENS";"2013.0";"R$           900,32"
